epoch,train_loss,val_loss,val_mse,val_cc,val_sim,lr
1,0.048717,0.054832,0.054832,-0.016607,0.836237,1.000000e-04
2,0.046321,0.054547,0.054547,-0.013530,0.836237,1.000000e-04
