checkpoint_sha256,side1,side2,side3,main,bias
610787f4dfa727a2ad82229505b44738888c39059d6283bf3fcc0b374555f0e9,-0.1584489941596985,0.31457799673080444,-0.24069973826408386,0.14575684070587158,-0.5256049036979675
